Q216400,Q2229738
Q622232,Q24278832
Q1160619,Q4659355
Q295015,Q2858361
Q313007,Q748075
Q4117458,Q19452227
Q1701049,Q6535140
Q334126,Q3425258
Q350734,Q7601072
Q6357011,Q24278866
Q289391,Q4659357
Q365406,Q10572678
Q35367928,Q19452233
Q7074822,Q6535151
Q3455715,Q2858480
Q977682,Q3425387
Q6171588,Q4659366
Q2477472,Q7601079
Q17275714,Q24278930
Q3067804,Q19452331
Q267242,Q10572826
Q7074822,Q6535152
Q160619,Q2858652
Q216813,Q748372
Q448767,Q4659376
Q3367668,Q3425915
Q1258747,Q7601087
Q469659,Q10572829
Q12857,Q24279246
Q7074822,Q6535153
Q3101035,Q19452350
Q586362,Q748705
Q561486,Q2858690
Q462604,Q3426552
Q2002314,Q4659377
Q652425,Q7601094
Q6766279,Q16973140
Q6142591,Q6535598
Q20385547,Q19452355
Q2247142,Q749274
Q320281,Q749274
Q183713,Q3427159
Q551589,Q2858882
Q7328339,Q4659378
Q24282686,Q24282684
Q1672008,Q16973568
Q967777,Q6535599
Q547039,Q6535599
Q6537635,Q19452417
Q220450,Q3427192
Q171091,Q749783
Q1896281,Q7601123
Q910392,Q24283614
Q7613819,Q16973673
Q322261,Q4659382
Q315059,Q2859015
Q6914924,Q6536395
Q446605,Q750554
Q439832,Q10575922
Q2608002,Q19452435
Q2851265,Q3427347
Q458860,Q7601124
Q18224679,Q24283617
Q465681,Q2859027
Q809063,Q16974062
Q217557,Q16974062
Q1280035,Q16974062
Q709368,Q16974062
Q259543,Q16974062
Q588807,Q16974062
Q1282338,Q16974062
Q1347163,Q4659388
Q2097515,Q6537498
Q2474371,Q19452563
Q2851265,Q3427465
Q6227715,Q10576308
Q34970,Q750670
Q458860,Q7601125
Q215820,Q24288607
Q2415497,Q2859034
Q5335187,Q4659392
Q953288,Q3427581
Q6771572,Q16974067
Q2608002,Q19452617
Q468597,Q10576312
Q36844,Q751012
Q3296911,Q751012
Q298417,Q7601128
Q349777,Q54014518
Q281240,Q3427599
Q215820,Q24288611
Q5080012,Q4659393
Q665768,Q16974077
Q12216693,Q19452783
Q1462615,Q10576313
Q275979,Q2859389
Q379595,Q751177
Q237420,Q3427602
Q458860,Q7601133
Q355237,Q2859497
Q7803816,Q24290040
Q2064855,Q16974128
Q75603,Q6538013
Q293497,Q19452804
Q633302,Q751270
Q216896,Q3427607
Q4584070,Q10576474
Q210740,Q16974375
Q959699,Q24290048
Q365406,Q10576505
Q5332730,Q4659403
Q103114,Q3427957
Q241026,Q19452807
Q134798,Q751348
Q161955,Q2859941
Q5088655,Q24290071
Q6252420,Q7601135
Q532279,Q4659406
Q1123800,Q16974702
Q93137,Q10577244
Q241026,Q19452810
Q237514,Q3427960
Q721345,Q24290075
Q435227,Q2860011
Q273077,Q751574
Q310898,Q6539903
Q298417,Q7601151
Q5499491,Q16974730
Q2908,Q4659407
Q3438382,Q10577281
Q237514,Q3427987
Q163118,Q2860454
Q23904868,Q19452813
Q548776,Q24291897
Q753476,Q751678
Q4772375,Q751678
Q6968921,Q751678
Q15926559,Q6540111
Q298417,Q7601152
Q1701049,Q4659409
Q506829,Q10577612
Q368831,Q3428090
Q119679,Q19452816
Q2036912,Q6540216
Q3594128,Q2860559
Q263,Q2860559
Q544314,Q24292385
Q298417,Q7601153
Q446943,Q4659410
Q331845,Q10577829
Q312641,Q751752
Q237514,Q3428115
Q7783806,Q16974931
Q464318,Q24292528
Q3187418,Q2860970
Q368328,Q6540279
Q298417,Q7601154
Q9011055,Q4659411
Q658773,Q752073
Q462827,Q10578682
Q333123,Q3428137
Q285992,Q2861231
Q544611,Q6540281
Q732389,Q4659414
Q6152259,Q24298868
Q6534585,Q19452859
Q47484,Q3428154
Q540344,Q10579038
Q859,Q752285
Q2407622,Q2861262
Q1780503,Q6540321
Q983113,Q4659417
Q790762,Q7601183
Q5047154,Q16975091
Q3773066,Q19452865
Q5818759,Q10579040
Q1072923,Q7601184
Q35064,Q752432
Q2490265,Q24299012
Q968721,Q6540506
Q1599982,Q2861417
Q84233,Q16975192
Q517360,Q10579048
Q9554,Q4659422
Q551487,Q3428183
Q1686927,Q6540666
Q356429,Q7601200
Q35064,Q752439
Q287828,Q24307675
Q714485,Q2861420
Q705753,Q10579060
Q12500204,Q19452885
Q84233,Q6540860
Q383177,Q3428186
Q382604,Q4659426
Q1243319,Q2861464
Q768106,Q7601269
Q40909,Q752584
Q4120128,Q19452915
Q3124209,Q3428193
Q1292044,Q6540862
Q40904,Q16975414
Q7493564,Q4659427
Q1769456,Q24330007
Q19377002,Q24330007
Q3590997,Q2861556
Q861482,Q753081
Q402204,Q19452950
Q44519,Q10581049
Q315362,Q7601476
Q1393305,Q3428204
Q217495,Q4659428
Q381044,Q6540882
Q6376705,Q16975441
Q269129,Q2861702
Q1975019,Q3428210
Q210669,Q753153
Q296299,Q10581183
Q314553,Q7601479
Q1151805,Q19452960
Q257261,Q4659433
Q6376708,Q16975465
Q1806203,Q6540950
Q286116,Q7601501
Q237514,Q3428311
Q314474,Q24344124
Q173767,Q19453008
Q71804,Q753209
Q71309,Q753209
Q8010423,Q16975520
Q582603,Q10581188
Q733850,Q4659435
Q1124,Q6540963
Q937084,Q7601544
Q237514,Q3428339
Q17907843,Q24347131
Q20388315,Q19453010
Q222509,Q4659436
Q49767,Q753251
Q2736738,Q7601547
Q4963785,Q6540974
Q23926274,Q2862783
Q315773,Q10581550
Q32732,Q24348354
Q5110817,Q24348354
Q738615,Q3428364
Q3036943,Q16975766
Q293515,Q19453014
Q1443070,Q7601555
Q4975117,Q7601555
Q234530,Q4659441
Q832785,Q753535
Q4979183,Q10581551
Q293604,Q6541023
Q6014878,Q2863288
Q1868,Q24348623
Q297538,Q3428384
Q130779,Q4659453
Q2474371,Q19453221
Q1336654,Q7601563
Q34981,Q753894
Q467434,Q10581736
Q430639,Q6541081
Q24353931,Q24354823
Q5546893,Q16975931
Q1462615,Q3428399
Q4950047,Q3428399
Q47116738,Q7601566
Q12240064,Q19453636
Q235615,Q754464
Q24355846,Q24355840
Q6264132,Q4659461
Q5522961,Q3428438
Q16862251,Q6541438
Q547466,Q10585535
Q965375,Q2863680
Q6759173,Q16976065
Q17479639,Q19453650
Q314416,Q7601812
Q546511,Q755095
Q335071,Q4659462
Q1347441,Q3428783
Q213729,Q3428783
Q558406,Q3428783
Q547466,Q10585537
Q220883,Q7601814
Q4117458,Q19453671
Q44183,Q755441
Q3027386,Q2864355
Q6252898,Q16976243
Q2256834,Q24394769
Q310178,Q4659465
Q4678594,Q756199
Q3481983,Q756199
Q4707654,Q756199
Q1193871,Q756199
Q4960653,Q756199
Q5076375,Q756199
Q6132167,Q756199
Q7152450,Q756199
Q7174605,Q756199
Q7191775,Q756199
Q234403,Q756199
Q7493045,Q756199
Q7920810,Q756199
Q3557710,Q756199
Q434320,Q10585598
Q2462345,Q6542143
Q220980,Q19453851
Q1277231,Q3429275
Q314993,Q2864487
Q6080682,Q4659468
Q2377808,Q7601875
Q1392643,Q10585607
Q202693,Q24395224
Q5301228,Q6542181
Q39829,Q756675
Q1994464,Q3429944
Q1393472,Q2864854
Q506829,Q16976262
Q557961,Q19453860
Q7668608,Q4659469
Q5239367,Q7601889
Q5763480,Q10585610
Q1380058,Q3429999
Q1243368,Q24400368
Q16732564,Q6542512
Q6537956,Q19453873
Q172140,Q756866
Q7945709,Q16976394
Q211893,Q2864880
Q4760537,Q6542766
Q4977305,Q6542766
Q6351410,Q19453891
Q439298,Q10585632
Q295431,Q7601932
Q1414713,Q3430184
Q484779,Q2865423
Q1175505,Q16976418
Q156413,Q24421075
Q6230568,Q10585641
Q98434,Q757234
Q12224360,Q19453894
Q1152944,Q4659474
Q436712,Q7601945
Q484779,Q2865424
Q217619,Q3430189
Q973713,Q16976449
Q662809,Q6543856
Q1556531,Q24422833
Q1707943,Q757293
Q964862,Q10585649
Q194442,Q19453897
Q484779,Q2865428
Q5894750,Q7601962
Q7946069,Q4659475
Q25161,Q3430921
Q153796,Q757660
Q957931,Q24434687
Q5112544,Q6544117
Q641740,Q7602070
Q6748166,Q4659476
Q3207222,Q19453903
Q973713,Q16976649
Q484779,Q2865432
Q297079,Q3431110
Q1243368,Q24449298
Q134942,Q759329
Q7965492,Q4659478
Q131333,Q6544172
Q38760640,Q19453909
Q964862,Q10585657
Q314553,Q7602114
Q84153,Q2865744
Q1243368,Q24449625
Q7439,Q3431232
Q262502,Q6544283
Q469093,Q759330
Q2836379,Q19453912
Q26372,Q2866299
Q593424,Q4659479
Q1443070,Q7602126
Q705753,Q10585891
Q12951,Q24454414
Q297079,Q3431336
Q5346612,Q6544445
Q491558,Q19453932
Q76727,Q759377
Q1347384,Q2866637
Q42511,Q4659481
Q459641,Q3431408
Q24033582,Q24455645
Q441214,Q7602255
Q272767,Q16976983
Q4120083,Q19453947
Q35064,Q759467
Q337462,Q4659484
Q314471,Q2866640
Q717204,Q6544538
Q297079,Q3431488
Q5967514,Q10586626
Q27892940,Q19453970
Q240647,Q7602257
Q40826,Q759487
Q3124405,Q2866939
Q5039770,Q10586637
Q1378375,Q4659495
Q231736,Q3431816
Q1528302,Q24466084
Q471046,Q19454084
Q3881795,Q2866953
Q78077,Q759553
Q539776,Q7602277
Q5389139,Q4659500
Q5896117,Q10586664
Q254635,Q3431829
Q7175833,Q6544690
Q3840053,Q24466134
Q491558,Q19454101
Q47087,Q759559
Q1393315,Q2867149
Q438164,Q7602353
Q351410,Q4659502
Q4971217,Q10587722
Q2081872,Q6544708
Q2966505,Q3431858
Q3209804,Q24470962
Q169234,Q19454116
Q712123,Q760055
Q4767693,Q16977229
Q4667703,Q7602363
Q232260,Q4659508
Q506829,Q10588897
Q297510,Q2868339
Q151820,Q3431948
Q2004931,Q6544715
Q18164600,Q760769
Q25320,Q24488142
Q12241253,Q19454127
Q275175,Q2868639
Q123392,Q4659512
Q355719,Q10588963
Q1443070,Q7602395
Q61198,Q6544751
Q732644,Q3432095
Q1876253,Q24514228
Q491558,Q19454354
Q973713,Q16977660
Q600261,Q7602398
Q315220,Q2868770
Q2339653,Q10588966
Q742632,Q24514628
Q256959,Q6544767
Q384481,Q3433024
Q234819,Q760771
Q940902,Q4659527
Q491558,Q19454404
Q727934,Q7602425
Q543836,Q2869411
Q20858319,Q24514643
Q272076,Q6544773
Q82248,Q16977706
Q553730,Q10588967
Q469974,Q4659531
Q555584,Q3433081
Q271824,Q760784
Q3147445,Q19454421
Q5316665,Q6544777
Q7417469,Q6544777
Q224113,Q24514645
Q578031,Q7602457
Q2965920,Q2869417
Q20828353,Q2869417
Q229480,Q4659532
Q973713,Q16977733
Q43293,Q761474
Q2305628,Q3433284
Q6491196,Q24514676
Q12216693,Q19454424
Q272622,Q7602538
Q261981,Q6544912
Q910538,Q4659538
Q5798836,Q10589054
Q127332,Q762203
Q450737,Q3433346
Q47116803,Q7602554
Q47116811,Q7602554
Q47116818,Q7602554
Q4864606,Q4659544
Q981448,Q6544984
Q241026,Q19454467
Q973713,Q16977786
Q3013601,Q2869449
Q4956959,Q10589183
Q174210,Q762315
Q2939830,Q762315
Q193803,Q24514699
Q3081310,Q3433386
Q76326,Q6545008
Q12175562,Q19454484
Q1346976,Q4659545
Q1929962,Q16977810
Q17274877,Q24515518
Q6036004,Q10589730
Q210798,Q763184
Q217427,Q7602578
Q202693,Q3433406
Q5365546,Q6545039
Q169234,Q19454491
Q5363586,Q4659546
Q275188,Q16977840
Q618025,Q10589754
Q24055505,Q24521087
Q268495,Q763193
Q2850576,Q3434004
Q510119,Q4659549
Q779144,Q2869586
Q293554,Q19454494
Q34981,Q6545043
Q973713,Q16977847
Q6396479,Q24521135
Q39803,Q763199
Q5112009,Q7603725
Q295516,Q4659567
Q1607063,Q4659567
Q291774,Q3435184
Q3086635,Q2869944
Q5354389,Q16977885
Q293554,Q19454581
Q555978,Q6545047
Q232260,Q4659573
Q977066,Q24521139
Q312782,Q7603732
Q79025,Q3436601
Q12807,Q763398
Q1170695,Q10590058
Q293497,Q19454590
Q47115206,Q6545052
Q157322,Q2870202
Q539020,Q4659586
Q16210698,Q24521262
Q366266,Q3436610
Q149127,Q7603739
Q380265,Q763404
Q16162366,Q19454671
Q730017,Q16977931
Q1170695,Q10590059
Q315059,Q2870226
Q235615,Q4659589
Q7150797,Q24521290
Q186630,Q3436977
Q1344600,Q763705
Q3161373,Q7603804
Q12178032,Q19454863
Q725344,Q6545081
Q1998010,Q2870227
Q456473,Q24521368
Q2001395,Q4659602
Q179695,Q763764
Q123078,Q2870228
Q7039100,Q7603805
Q491558,Q19454913
Q514998,Q6545095
Q468597,Q10590348
Q74569,Q16978055
Q337462,Q4659611
Q316788,Q763847
Q433485,Q7603808
Q315059,Q2870229
Q3932751,Q2870229
Q7879800,Q6545140
Q6380628,Q4659642
Q557366,Q19454950
Q6951629,Q24521501
Q2134968,Q16978072
Q5714959,Q10591698
Q21860018,Q10591698
Q2851070,Q2870261
Q3165021,Q3437250
Q123078,Q764123
Q940399,Q6545141
Q1400307,Q4659649
Q436910,Q7603815
Q23939884,Q24521504
Q4964107,Q10591703
Q973713,Q16978191
Q736648,Q2870279
Q250763,Q764661
Q47110477,Q3437696
Q449028,Q4659655
Q652425,Q24521517
Q2890486,Q6545189
Q557961,Q19454983
Q5568842,Q16978519
Q1238574,Q2870280
Q913403,Q764902
Q7929894,Q6545194
Q1626025,Q3437946
Q233898,Q16979165
Q332689,Q2870291
Q3123742,Q19455074
Q1427926,Q7603847
Q4355979,Q10592826
Q712734,Q2870299
Q16397,Q3438136
Q7416,Q7603921
Q53619,Q16979376
Q241026,Q19455078
Q271423,Q24521643
Q6538,Q765047
Q5755634,Q10592876
Q298051,Q2870326
Q3351045,Q3439313
Q688739,Q16979467
Q5354394,Q24521758
Q130064,Q7604027
Q156585,Q766019
Q293554,Q19455202
Q234530,Q4659668
Q331173,Q10593151
Q588653,Q2870331
Q2401525,Q3439517
Q5076992,Q16979586
Q4718950,Q6545250
Q491892,Q7604126
Q185548,Q766287
Q458240,Q24521786
Q491558,Q19455235
Q19526,Q4659672
Q3166199,Q3439519
Q465912,Q10593177
Q232260,Q16979592
Q3786754,Q6545285
Q148234,Q2870358
Q265603,Q4659687
Q12223589,Q19455240
Q93356,Q7604252
Q171091,Q766404
Q3425788,Q3439524
Q380376,Q10593186
Q310379,Q4659721
Q5950051,Q16979667
Q2965629,Q2870361
Q179759,Q19455250
Q868,Q766539
Q1692024,Q10593192
Q93356,Q7604358
Q443109,Q3439805
Q1254398,Q6545342
Q3183180,Q4659722
Q266205,Q2870364
Q1231017,Q19455325
Q443109,Q3439806
Q435401,Q2870368
Q454189,Q6545693
Q5238241,Q16980656
Q440744,Q4659736
Q6077900,Q10593195
Q79759,Q766855
Q41408,Q19455586
Q443109,Q3439809
Q611586,Q6546021
Q123273,Q7604518
Q1512,Q16981142
Q17293,Q2870403
Q8007100,Q24525574
Q6143413,Q10593196
Q1175302,Q4659744
Q455780,Q767003
Q316313,Q767003
Q714097,Q19455593
Q108912,Q6546050
Q444362,Q7605005
Q310562,Q16981656
Q462283,Q10593293
Q358479,Q2870423
Q313185,Q4659745
Q721763,Q3440163
Q337384,Q767189
Q6696673,Q6546122
Q293497,Q19455681
Q5314266,Q16981969
Q24531910,Q24532181
Q458004,Q4659751
Q4990692,Q10593365
Q2851670,Q2870430
Q93166,Q767254
Q314553,Q3440563
Q152690,Q6546124
Q3147436,Q19455690
Q566658,Q24535571
Q7817464,Q16982209
Q7294975,Q7605038
Q705753,Q10593481
Q462266,Q4659752
Q128790,Q767275
Q8062332,Q2870459
Q255359,Q3440610
Q180903,Q6546129
Q2892695,Q16982299
Q6533378,Q19455697
Q1077137,Q7605125
Q452299,Q4659755
Q2898472,Q2870468
Q503815,Q767341
Q153905,Q6546268
Q42774762,Q19455700
Q430182,Q16982310
Q705753,Q10593715
Q3812966,Q7605275
Q2463824,Q24541555
Q4973520,Q6546312
Q2578033,Q4659756
Q562163,Q767362
Q353866,Q2870471
Q3607421,Q19455787
Q1610305,Q10594524
Q5262315,Q16982349
Q457480,Q24542472
Q3057265,Q2870475
Q47619,Q4659762
Q1861531,Q6546422
Q293554,Q19455798
Q537112,Q767802
Q446209,Q10594889
Q2566436,Q3440955
Q446941,Q7605644
Q3750903,Q24542531
Q463557,Q16982373
Q784043,Q2870479
Q16119750,Q19455814
Q7150140,Q767890
Q356357,Q4659763
Q1354608,Q10594892
Q5239733,Q7605675
Q5213306,Q7605675
Q315773,Q3441291
Q12405921,Q6546944
Q3574131,Q2870494
Q3321086,Q24542546
Q482451,Q19455971
Q220018,Q4659768
Q1738862,Q16982648
Q7336582,Q768150
Q3488925,Q768150
Q1814907,Q768150
Q442535,Q10594896
Q3123876,Q3442388
Q314972,Q2870507
Q293554,Q19455981
Q1876447,Q24542615
Q3802165,Q16982685
Q312853,Q768389
Q6367501,Q7605709
Q963930,Q10594901
Q468523,Q6547048
Q237106,Q3442632
Q4750150,Q4659792
Q345249,Q2870553
Q4117458,Q19455983
Q132589,Q24543140
Q363706,Q16982874
Q355438,Q768454
Q441389,Q6547054
Q131326,Q10594923
Q360092,Q4659799
Q510650,Q19455990
Q2528674,Q24543796
Q3498623,Q16982910
Q181659,Q7605967
Q797666,Q2870597
Q1395866,Q3442690
Q267242,Q10595655
Q33977,Q768605
Q49074,Q6547133
Q277321,Q6547133
Q506958,Q4659809
Q266073,Q24543919
Q2829349,Q19456008
Q217238,Q16983176
Q3042797,Q2871674
Q128790,Q768615
Q311476,Q10595683
Q347912,Q6547211
Q2235837,Q3442873
Q13526,Q24548342
Q1231017,Q19456016
Q217110,Q4659829
Q1984946,Q2871929
Q24302,Q54016147
Q436581,Q16983217
Q182870,Q768647
Q5977734,Q10595804
Q588653,Q6547215
Q4156847,Q4659832
Q293554,Q19456022
Q218960,Q768792
Q713222,Q3443175
Q6153041,Q7607168
Q229840,Q16983496
Q470841,Q6547232
Q1680258,Q4659834
Q55068911,Q24557508
Q2470299,Q2872088
Q298827,Q3443343
Q4120093,Q19456279
Q38337,Q769001
Q2966328,Q24561621
Q4955103,Q4659839
Q2726960,Q16983761
Q4694643,Q6547802
Q238090,Q7607366
Q261962,Q2872449
Q42774762,Q19456374
Q36322,Q769075
Q298827,Q3443344
Q2578525,Q6547809
Q157004,Q2872514
Q5077653,Q4659842
Q1077057,Q7607430
Q2602846,Q7607430
Q736123,Q16983846
Q1236131,Q3443353
Q12175562,Q19456420
Q316607,Q769644
Q1398751,Q6547848
Q55767,Q10600843
Q982361,Q2872515
Q402204,Q19456516
Q4932948,Q24568868
Q1077057,Q7607431
Q2602846,Q7607431
Q3657052,Q16983902
Q741527,Q3443368
Q377,Q6548236
Q239386,Q10600951
Q4704818,Q24568912
Q12220160,Q19456524
Q3481983,Q4659851
Q1077057,Q7607432
Q2602846,Q7607432
Q444893,Q2872662
Q1393036,Q3444082
Q265603,Q770188
Q61325,Q16984181
Q16911777,Q19458043
Q3428023,Q10600954
Q3132799,Q24569300
Q322922,Q2872733
Q1928341,Q4659877
Q721999,Q770474
Q18168405,Q16984254
Q1077057,Q7607434
Q2602846,Q7607434
Q517743,Q3445506
Q240647,Q6548447
Q236660,Q10601530
Q184440,Q19460340
Q15948,Q24571596
Q23056410,Q2873042
Q1077057,Q7607435
Q2602846,Q7607435
Q3048767,Q770859
Q1680399,Q16984385
Q662366,Q3446020
Q6177977,Q6548452
Q168041,Q19460608
Q16063667,Q10602075
Q1269676,Q770956
Q1077057,Q7607436
Q2602846,Q7607436
Q379762,Q4659888
Q246018,Q24573330
Q246073,Q24573330
Q298051,Q2873056
Q255359,Q3446212
Q238124,Q4659901
Q2230516,Q771360
Q1345708,Q771360
Q4763725,Q19463484
Q1077057,Q7607437
Q2602846,Q7607437
Q6318053,Q24575586
Q440569,Q3446978
Q268680,Q6549300
Q979076,Q4659903
Q270468,Q10602957
Q105756,Q771750
Q311671,Q7608033
Q9711,Q2873076
Q1477521,Q19466461
Q6849100,Q24575589
Q80321,Q3449499
Q4389768,Q6549446
Q169906,Q2873082
Q4976593,Q10603977
Q2492188,Q24575590
Q472071,Q4659915
Q544383,Q772045
Q2549694,Q772045
Q1239836,Q772045
Q12241253,Q19466852
Q192912,Q7609247
Q16729518,Q16984559
Q79759,Q3450531
Q182047,Q24575591
Q451136,Q6549474
Q741671,Q2873089
Q131326,Q10603997
Q356639,Q7610034
Q4166497,Q19470313
Q270635,Q4659917
Q298685,Q772236
Q5297932,Q16984636
Q7839050,Q24575594
Q179059,Q2873125
Q72653,Q3451242
Q219780,Q772435
Q9546,Q19470403
Q380983,Q4659921
Q563361,Q10604326
Q5279171,Q7611143
Q301632,Q2873127
Q643011,Q24577429
Q34981,Q772495
Q257261,Q4659923
Q234700,Q6550348
Q913028,Q10605015
Q12241253,Q19470566
Q871444,Q3451458
Q6131216,Q7611647
Q4999081,Q16984732
Q234700,Q2873128
Q16914131,Q24577505
Q9391,Q772496
Q5113173,Q4659930
Q984663,Q19470604
Q5742283,Q6550442
Q446678,Q10605035
Q3085154,Q3451574
Q15968587,Q24579451
Q7796155,Q16984747
Q561486,Q2873136
Q8030089,Q7616229
Q2004370,Q19470677
Q526744,Q772528
Q538057,Q4659932
Q167821,Q6550461
Q234663,Q3451713
Q618025,Q10605133
Q332689,Q2873142
Q457923,Q7616245
Q472613,Q773051
Q12240799,Q19470680
Q222944,Q3452094
Q50020,Q4659938
Q318431,Q10605137
Q2152278,Q16985310
Q588653,Q2873157
Q235014,Q773091
Q180328,Q4659943
Q159004,Q6551174
Q3375063,Q10605140
Q447507,Q2873159
Q5257250,Q16985369
Q339677,Q3452098
Q160534,Q773821
Q3735647,Q7616255
Q6413797,Q19470709
Q236829,Q4659953
Q3144791,Q2873163
Q454629,Q10605470
Q230762,Q6551214
Q557008,Q3452383
Q5729591,Q16985438
Q298221,Q773922
Q12216693,Q19470863
Q5210518,Q7616308
Q7613212,Q7616308
Q4755609,Q10605471
Q5802152,Q6551488
Q344955,Q4659968
Q455495,Q3453308
Q1066463,Q2873168
Q361562,Q774053
Q528647,Q6551666
Q7902728,Q19470944
Q715241,Q4659971
Q15119891,Q10605478
Q11850178,Q3454117
Q1215270,Q2873303
Q348244,Q7616310
Q6712734,Q16985578
Q228899,Q6551812
Q151820,Q774233
Q2822174,Q19470994
Q558425,Q4659972
Q207515,Q7616325
Q171969,Q3454306
Q45765,Q2873306
Q273034,Q4659979
Q3773706,Q19470998
Q764913,Q774324
Q3564946,Q6553207
Q380376,Q10606282
Q444136,Q7616391
Q482162,Q3454595
Q1341654,Q4659982
Q293554,Q19471065
Q465179,Q774785
Q442474,Q774785
Q1546178,Q6553221
Q464768,Q10607897
Q432585,Q3454748
Q326207,Q7616392
Q270648,Q4659983
Q185002,Q2873340
Q293604,Q19471069
Q3810978,Q775328
Q1392178,Q6553222
Q201477,Q3454750
Q315773,Q10609458
Q337185,Q16985660
Q260900,Q7616406
Q1646,Q2873406
Q5297904,Q4659986
Q557961,Q19471079
Q57280,Q3454752
Q449797,Q6553282
Q2579140,Q16985716
Q5134612,Q7616460
Q12222635,Q19471239
Q2627935,Q2873488
Q23304361,Q24619550
Q5048578,Q24619550
Q1398697,Q10609467
Q34670,Q3454753
Q3142173,Q6553346
Q1711833,Q775917
Q309974,Q2873491
Q692100,Q7616968
Q4117458,Q19471256
Q186042,Q4660026
Q249792,Q10609470
Q1352236,Q6553632
Q5671233,Q16985810
Q172140,Q776177
Q380545,Q2873497
Q4746499,Q7616993
Q468432,Q19471502
Q3543703,Q16985818
Q1462173,Q4660037
Q9364,Q3454755
Q310309,Q776279
Q58793,Q24631690
Q5478702,Q7617019
Q5034346,Q6554009
Q3287980,Q2874120
Q93137,Q10610040
Q2369735,Q3455922
Q83059,Q4660044
Q9711,Q776551
Q9049,Q6554079
Q15493639,Q16986340
Q114113,Q2874602
Q548156,Q7617041
Q6850938,Q4660046
Q3219307,Q3456091
Q5626463,Q10610474
Q293554,Q19471562
Q5081102,Q24636842
Q318099,Q777136
Q38823,Q6554202
Q547914,Q16986773
Q2839889,Q3456306
Q293554,Q19471656
Q217557,Q24639583
Q6016113,Q10610478
Q725467,Q6554349
Q6183284,Q16987269
Q309829,Q4660048
Q5645435,Q777305
Q1065901,Q7617063
Q326802,Q24639781
Q5238494,Q2874881
Q380376,Q10611603
Q4128,Q777504
Q298075,Q24641620
Q156268,Q3456332
Q3577310,Q2874883
Q467058,Q16987432
Q660670,Q777706
Q13634263,Q19476471
Q442535,Q10611610
Q5703352,Q6554621
Q6120271,Q4660051
Q452404,Q7617096
Q437798,Q3456366
Q16226057,Q16987632
Q13526,Q24657361
Q311854,Q2875147
Q16314211,Q19480579
Q5716604,Q19480579
Q5563108,Q19480579
Q44519,Q10613199
Q713824,Q4660058
Q8047277,Q7617168
Q232495,Q2876182
Q4382537,Q24661973
Q14946794,Q16987682
Q160640,Q3456462
Q1288644,Q4660060
Q738623,Q19480583
Q5967011,Q10614058
Q2594458,Q6555310
Q2402392,Q7617182
Q12210112,Q2876569
Q7408346,Q16987701
Q2910905,Q3456787
Q181920,Q4660061
Q301372,Q778452
Q312747,Q19484133
Q272931,Q7617187
Q1806270,Q10615029
Q4977305,Q16987782
Q1389897,Q24662768
Q8003474,Q6555389
Q467741,Q3457259
Q775194,Q2876649
Q12178032,Q19484221
Q963715,Q4660062
Q60030,Q778527
Q962322,Q10616055
Q16006997,Q16987880
Q1452807,Q6555409
Q3102139,Q3457732
Q59112,Q7617351
Q42134155,Q19484282
Q1346660,Q2876852
Q5411127,Q4660076
Q19015,Q778638
Q6000766,Q10616577
Q451009,Q6555464
Q5680005,Q2877084
Q2829844,Q3457853
Q7608923,Q7617417
Q331863,Q19484415
Q1394609,Q4660077
Q3439440,Q6555473
Q236660,Q10617531
Q3113242,Q778862
Q61297,Q2877225
Q6767243,Q7617808
Q7032391,Q7617808
Q5077137,Q7617808
Q3709781,Q7617808
Q435195,Q4660080
Q169234,Q19484476
Q13526,Q24668581
Q243066,Q10621243
Q182934,Q6555476
Q7025114,Q16988380
Q329758,Q3458160
Q49074,Q778896
Q435056,Q7617836
Q529399,Q2877798
Q1807864,Q4660088
Q169234,Q19484479
Q355719,Q10621381
Q5077653,Q16988552
Q13526,Q24669166
Q310176,Q6555511
Q7150519,Q7617987
Q3383862,Q2877808
Q7488043,Q3458174
Q552911,Q3458174
Q314416,Q779016
Q4977284,Q4660089
Q13583045,Q16988606
Q267242,Q10621573
Q12240084,Q19484668
Q12271868,Q24679581
Q443681,Q6555862
Q6181880,Q7618189
Q224113,Q779215
Q4567381,Q4660107
Q5372226,Q24682077
Q6240,Q6555875
Q982351,Q10621575
Q293554,Q19484686
Q13645303,Q7618600
Q5236242,Q16988614
Q8963,Q779311
Q15970658,Q2877977
Q1265575,Q3458265
Q4758298,Q3458265
Q13526,Q24683058
Q267242,Q10621576
Q2474371,Q19484965
Q991736,Q4660121
Q20641280,Q6555884
Q443820,Q7618604
Q817246,Q10622395
Q42037,Q3458427
Q423597,Q2878062
Q12187052,Q19485180
Q7151320,Q6555921
Q533042,Q24684457
Q334252,Q4660137
Q76189,Q779726
Q6558344,Q7618618
Q47116405,Q7618618
Q927313,Q3458431
Q3640000,Q16988759
Q462827,Q10622399
Q533042,Q24684605
Q1393472,Q2878094
Q12179107,Q19485190
Q171091,Q4660142
Q103114,Q780131
Q5303747,Q6555923
Q290564,Q7618620
Q922071,Q3458487
Q273950,Q10622840
Q4116610,Q19485196
Q2897379,Q2878223
Q921925,Q16988982
Q217110,Q780585
Q1350558,Q4660143
Q47116396,Q7618634
Q275719,Q2878373
Q272794,Q16989082
Q4950919,Q10625080
Q39837,Q19485515
Q47152,Q780753
Q350734,Q7618843
Q2079185,Q3458493
